time,temperature,humidity,fetched_at,temperature_f,humidity_level
05:38:12,28.1,85,2026-05-22 05:38:12.525430,82.58,High
05:38:15,36.2,78,2026-05-22 05:38:15.510283,97.16,High
05:38:16,39.2,89,2026-05-22 05:38:16.154450,102.56,High
05:38:18,38.6,87,2026-05-22 05:38:18.512607,101.48,High
05:38:21,35.8,57,2026-05-22 05:38:21.164327,96.44,Normal
05:37:39,31.3,53,2026-05-22 05:37:39.553256,88.34,Normal
05:37:41,30.8,74,2026-05-22 05:37:41.397307,87.44,High
05:37:42,34.9,66,2026-05-22 05:37:42.511785,94.82,Normal
05:37:45,32.9,45,2026-05-22 05:37:45.511686,91.22,Normal
05:37:46,29.0,87,2026-05-22 05:37:46.409974,84.2,High
05:37:48,26.6,83,2026-05-22 05:37:48.513693,79.88,High
05:37:51,25.8,56,2026-05-22 05:37:51.515942,78.44,Normal
05:37:54,32.3,46,2026-05-22 05:37:54.511040,90.14,Normal
05:37:56,26.7,86,2026-05-22 05:37:56.087323,80.06,High
05:37:57,35.9,54,2026-05-22 05:37:57.511170,96.61999999999999,Normal
05:38:00,38.9,51,2026-05-22 05:38:00.512219,102.02,Normal
05:38:01,35.7,51,2026-05-22 05:38:01.113419,96.26,Normal
05:38:03,35.4,90,2026-05-22 05:38:03.511700,95.72,High
05:38:06,26.6,51,2026-05-22 05:38:06.128553,79.88,Normal
05:38:06,30.3,71,2026-05-22 05:38:06.512180,86.53999999999999,High
05:38:09,37.4,74,2026-05-22 05:38:09.511583,99.32,High
05:38:11,26.9,57,2026-05-22 05:38:11.143826,80.42,Normal
05:38:12,28.1,85,2026-05-22 05:38:12.525430,82.58,High
05:38:15,36.2,78,2026-05-22 05:38:15.510283,97.16,High
05:38:16,39.2,89,2026-05-22 05:38:16.154450,102.56,High
05:38:18,38.6,87,2026-05-22 05:38:18.512607,101.48,High
05:38:21,35.8,57,2026-05-22 05:38:21.164327,96.44,Normal
05:38:21,37.9,47,2026-05-22 05:38:21.518661,100.22,Normal
05:38:24,32.3,54,2026-05-22 05:38:24.512285,90.14,Normal
05:38:26,35.9,78,2026-05-22 05:38:26.174712,96.61999999999999,High
05:37:39,31.3,53,2026-05-22 05:37:39.553256,88.34,Normal
05:37:41,30.8,74,2026-05-22 05:37:41.397307,87.44,High
05:37:42,34.9,66,2026-05-22 05:37:42.511785,94.82,Normal
05:37:45,32.9,45,2026-05-22 05:37:45.511686,91.22,Normal
05:37:46,29.0,87,2026-05-22 05:37:46.409974,84.2,High
05:37:48,26.6,83,2026-05-22 05:37:48.513693,79.88,High
05:37:51,25.8,56,2026-05-22 05:37:51.515942,78.44,Normal
05:37:54,32.3,46,2026-05-22 05:37:54.511040,90.14,Normal
05:37:56,26.7,86,2026-05-22 05:37:56.087323,80.06,High
05:37:57,35.9,54,2026-05-22 05:37:57.511170,96.61999999999999,Normal
05:38:00,38.9,51,2026-05-22 05:38:00.512219,102.02,Normal
05:38:01,35.7,51,2026-05-22 05:38:01.113419,96.26,Normal
05:38:03,35.4,90,2026-05-22 05:38:03.511700,95.72,High
05:38:06,26.6,51,2026-05-22 05:38:06.128553,79.88,Normal
05:38:06,30.3,71,2026-05-22 05:38:06.512180,86.53999999999999,High
05:38:09,37.4,74,2026-05-22 05:38:09.511583,99.32,High
05:38:11,26.9,57,2026-05-22 05:38:11.143826,80.42,Normal
05:38:12,28.1,85,2026-05-22 05:38:12.525430,82.58,High
05:38:15,36.2,78,2026-05-22 05:38:15.510283,97.16,High
05:38:16,39.2,89,2026-05-22 05:38:16.154450,102.56,High
05:38:18,38.6,87,2026-05-22 05:38:18.512607,101.48,High
05:38:21,35.8,57,2026-05-22 05:38:21.164327,96.44,Normal
05:38:21,37.9,47,2026-05-22 05:38:21.518661,100.22,Normal
05:38:24,32.3,54,2026-05-22 05:38:24.512285,90.14,Normal
05:38:26,35.9,78,2026-05-22 05:38:26.174712,96.61999999999999,High
05:38:27,36.6,84,2026-05-22 05:38:27.516488,97.88000000000001,High
05:38:30,31.0,82,2026-05-22 05:38:30.511313,87.8,High
05:38:31,35.1,85,2026-05-22 05:38:31.186613,95.18,High
05:37:39,31.3,53,2026-05-22 05:37:39.553256,88.34,Normal
05:37:41,30.8,74,2026-05-22 05:37:41.397307,87.44,High
05:37:42,34.9,66,2026-05-22 05:37:42.511785,94.82,Normal
05:37:45,32.9,45,2026-05-22 05:37:45.511686,91.22,Normal
05:37:46,29.0,87,2026-05-22 05:37:46.409974,84.2,High
05:37:48,26.6,83,2026-05-22 05:37:48.513693,79.88,High
05:37:51,25.8,56,2026-05-22 05:37:51.515942,78.44,Normal
05:37:54,32.3,46,2026-05-22 05:37:54.511040,90.14,Normal
05:37:56,26.7,86,2026-05-22 05:37:56.087323,80.06,High
05:37:57,35.9,54,2026-05-22 05:37:57.511170,96.61999999999999,Normal
05:38:00,38.9,51,2026-05-22 05:38:00.512219,102.02,Normal
05:38:01,35.7,51,2026-05-22 05:38:01.113419,96.26,Normal
05:38:03,35.4,90,2026-05-22 05:38:03.511700,95.72,High
05:38:06,26.6,51,2026-05-22 05:38:06.128553,79.88,Normal
05:38:06,30.3,71,2026-05-22 05:38:06.512180,86.53999999999999,High
05:38:09,37.4,74,2026-05-22 05:38:09.511583,99.32,High
05:38:11,26.9,57,2026-05-22 05:38:11.143826,80.42,Normal
05:38:12,28.1,85,2026-05-22 05:38:12.525430,82.58,High
05:38:15,36.2,78,2026-05-22 05:38:15.510283,97.16,High
05:38:16,39.2,89,2026-05-22 05:38:16.154450,102.56,High
05:38:18,38.6,87,2026-05-22 05:38:18.512607,101.48,High
05:38:21,35.8,57,2026-05-22 05:38:21.164327,96.44,Normal
05:38:21,37.9,47,2026-05-22 05:38:21.518661,100.22,Normal
05:38:24,32.3,54,2026-05-22 05:38:24.512285,90.14,Normal
05:38:26,35.9,78,2026-05-22 05:38:26.174712,96.61999999999999,High
05:38:27,36.6,84,2026-05-22 05:38:27.516488,97.88000000000001,High
05:38:30,31.0,82,2026-05-22 05:38:30.511313,87.8,High
05:38:31,35.1,85,2026-05-22 05:38:31.186613,95.18,High
05:38:33,36.1,51,2026-05-22 05:38:33.519068,96.98,Normal
05:38:36,33.5,77,2026-05-22 05:38:36.200004,92.3,High
05:37:39,31.3,53,2026-05-22 05:37:39.553256,88.34,Normal
05:37:41,30.8,74,2026-05-22 05:37:41.397307,87.44,High
05:37:42,34.9,66,2026-05-22 05:37:42.511785,94.82,Normal
05:37:45,32.9,45,2026-05-22 05:37:45.511686,91.22,Normal
05:37:46,29.0,87,2026-05-22 05:37:46.409974,84.2,High
05:37:48,26.6,83,2026-05-22 05:37:48.513693,79.88,High
05:37:51,25.8,56,2026-05-22 05:37:51.515942,78.44,Normal
05:37:54,32.3,46,2026-05-22 05:37:54.511040,90.14,Normal
05:37:56,26.7,86,2026-05-22 05:37:56.087323,80.06,High
05:37:57,35.9,54,2026-05-22 05:37:57.511170,96.61999999999999,Normal
05:38:00,38.9,51,2026-05-22 05:38:00.512219,102.02,Normal
05:38:01,35.7,51,2026-05-22 05:38:01.113419,96.26,Normal
05:38:03,35.4,90,2026-05-22 05:38:03.511700,95.72,High
05:38:06,26.6,51,2026-05-22 05:38:06.128553,79.88,Normal
05:38:06,30.3,71,2026-05-22 05:38:06.512180,86.53999999999999,High
05:38:09,37.4,74,2026-05-22 05:38:09.511583,99.32,High
05:38:11,26.9,57,2026-05-22 05:38:11.143826,80.42,Normal
05:38:12,28.1,85,2026-05-22 05:38:12.525430,82.58,High
05:38:15,36.2,78,2026-05-22 05:38:15.510283,97.16,High
05:38:16,39.2,89,2026-05-22 05:38:16.154450,102.56,High
05:38:18,38.6,87,2026-05-22 05:38:18.512607,101.48,High
05:38:21,35.8,57,2026-05-22 05:38:21.164327,96.44,Normal
05:38:21,37.9,47,2026-05-22 05:38:21.518661,100.22,Normal
05:38:24,32.3,54,2026-05-22 05:38:24.512285,90.14,Normal
05:38:26,35.9,78,2026-05-22 05:38:26.174712,96.61999999999999,High
05:38:27,36.6,84,2026-05-22 05:38:27.516488,97.88000000000001,High
05:38:30,31.0,82,2026-05-22 05:38:30.511313,87.8,High
05:38:31,35.1,85,2026-05-22 05:38:31.186613,95.18,High
05:38:33,36.1,51,2026-05-22 05:38:33.519068,96.98,Normal
05:38:36,33.5,77,2026-05-22 05:38:36.200004,92.3,High
05:38:36,29.7,59,2026-05-22 05:38:36.511053,85.46000000000001,Normal
05:38:39,33.2,75,2026-05-22 05:38:39.512231,91.76,High
05:38:41,25.1,76,2026-05-22 05:38:41.213523,77.18,High
05:37:39,31.3,53,2026-05-22 05:37:39.553256,88.34,Normal
05:37:41,30.8,74,2026-05-22 05:37:41.397307,87.44,High
05:37:42,34.9,66,2026-05-22 05:37:42.511785,94.82,Normal
05:37:45,32.9,45,2026-05-22 05:37:45.511686,91.22,Normal
05:37:46,29.0,87,2026-05-22 05:37:46.409974,84.2,High
05:37:48,26.6,83,2026-05-22 05:37:48.513693,79.88,High
05:37:51,25.8,56,2026-05-22 05:37:51.515942,78.44,Normal
05:37:54,32.3,46,2026-05-22 05:37:54.511040,90.14,Normal
05:37:56,26.7,86,2026-05-22 05:37:56.087323,80.06,High
05:37:57,35.9,54,2026-05-22 05:37:57.511170,96.61999999999999,Normal
05:38:00,38.9,51,2026-05-22 05:38:00.512219,102.02,Normal
05:38:01,35.7,51,2026-05-22 05:38:01.113419,96.26,Normal
05:38:03,35.4,90,2026-05-22 05:38:03.511700,95.72,High
05:38:06,26.6,51,2026-05-22 05:38:06.128553,79.88,Normal
05:38:06,30.3,71,2026-05-22 05:38:06.512180,86.53999999999999,High
05:38:09,37.4,74,2026-05-22 05:38:09.511583,99.32,High
05:38:11,26.9,57,2026-05-22 05:38:11.143826,80.42,Normal
05:38:12,28.1,85,2026-05-22 05:38:12.525430,82.58,High
05:38:15,36.2,78,2026-05-22 05:38:15.510283,97.16,High
05:38:16,39.2,89,2026-05-22 05:38:16.154450,102.56,High
05:38:18,38.6,87,2026-05-22 05:38:18.512607,101.48,High
05:38:21,35.8,57,2026-05-22 05:38:21.164327,96.44,Normal
05:38:21,37.9,47,2026-05-22 05:38:21.518661,100.22,Normal
05:38:24,32.3,54,2026-05-22 05:38:24.512285,90.14,Normal
05:38:26,35.9,78,2026-05-22 05:38:26.174712,96.61999999999999,High
05:38:27,36.6,84,2026-05-22 05:38:27.516488,97.88000000000001,High
05:38:30,31.0,82,2026-05-22 05:38:30.511313,87.8,High
05:38:31,35.1,85,2026-05-22 05:38:31.186613,95.18,High
05:38:33,36.1,51,2026-05-22 05:38:33.519068,96.98,Normal
05:38:36,33.5,77,2026-05-22 05:38:36.200004,92.3,High
05:38:36,29.7,59,2026-05-22 05:38:36.511053,85.46000000000001,Normal
05:38:39,33.2,75,2026-05-22 05:38:39.512231,91.76,High
05:38:41,25.1,76,2026-05-22 05:38:41.213523,77.18,High
05:38:42,38.1,54,2026-05-22 05:38:42.511880,100.58000000000001,Normal
05:38:45,32.9,89,2026-05-22 05:38:45.513972,91.22,High
05:38:46,39.4,75,2026-05-22 05:38:46.226366,102.91999999999999,High
05:37:39,31.3,53,2026-05-22 05:37:39.553256,88.34,Normal
05:37:41,30.8,74,2026-05-22 05:37:41.397307,87.44,High
05:37:42,34.9,66,2026-05-22 05:37:42.511785,94.82,Normal
05:37:45,32.9,45,2026-05-22 05:37:45.511686,91.22,Normal
05:37:46,29.0,87,2026-05-22 05:37:46.409974,84.2,High
05:37:48,26.6,83,2026-05-22 05:37:48.513693,79.88,High
05:37:51,25.8,56,2026-05-22 05:37:51.515942,78.44,Normal
05:37:54,32.3,46,2026-05-22 05:37:54.511040,90.14,Normal
05:37:56,26.7,86,2026-05-22 05:37:56.087323,80.06,High
05:37:57,35.9,54,2026-05-22 05:37:57.511170,96.61999999999999,Normal
05:38:00,38.9,51,2026-05-22 05:38:00.512219,102.02,Normal
05:38:01,35.7,51,2026-05-22 05:38:01.113419,96.26,Normal
05:38:03,35.4,90,2026-05-22 05:38:03.511700,95.72,High
05:38:06,26.6,51,2026-05-22 05:38:06.128553,79.88,Normal
05:38:06,30.3,71,2026-05-22 05:38:06.512180,86.53999999999999,High
05:38:09,37.4,74,2026-05-22 05:38:09.511583,99.32,High
05:38:11,26.9,57,2026-05-22 05:38:11.143826,80.42,Normal
05:38:12,28.1,85,2026-05-22 05:38:12.525430,82.58,High
05:38:15,36.2,78,2026-05-22 05:38:15.510283,97.16,High
05:38:16,39.2,89,2026-05-22 05:38:16.154450,102.56,High
05:38:18,38.6,87,2026-05-22 05:38:18.512607,101.48,High
05:38:21,35.8,57,2026-05-22 05:38:21.164327,96.44,Normal
05:38:21,37.9,47,2026-05-22 05:38:21.518661,100.22,Normal
05:38:24,32.3,54,2026-05-22 05:38:24.512285,90.14,Normal
05:38:26,35.9,78,2026-05-22 05:38:26.174712,96.61999999999999,High
05:38:27,36.6,84,2026-05-22 05:38:27.516488,97.88000000000001,High
05:38:30,31.0,82,2026-05-22 05:38:30.511313,87.8,High
05:38:31,35.1,85,2026-05-22 05:38:31.186613,95.18,High
05:38:33,36.1,51,2026-05-22 05:38:33.519068,96.98,Normal
05:38:36,33.5,77,2026-05-22 05:38:36.200004,92.3,High
05:38:36,29.7,59,2026-05-22 05:38:36.511053,85.46000000000001,Normal
05:38:39,33.2,75,2026-05-22 05:38:39.512231,91.76,High
05:38:41,25.1,76,2026-05-22 05:38:41.213523,77.18,High
05:38:42,38.1,54,2026-05-22 05:38:42.511880,100.58000000000001,Normal
05:38:45,32.9,89,2026-05-22 05:38:45.513972,91.22,High
05:38:46,39.4,75,2026-05-22 05:38:46.226366,102.91999999999999,High
05:38:48,35.1,47,2026-05-22 05:38:48.511283,95.18,Normal
05:38:51,28.9,58,2026-05-22 05:38:51.242172,84.02,Normal
05:37:39,31.3,53,2026-05-22 05:37:39.553256,88.34,Normal
05:37:41,30.8,74,2026-05-22 05:37:41.397307,87.44,High
05:37:42,34.9,66,2026-05-22 05:37:42.511785,94.82,Normal
05:37:45,32.9,45,2026-05-22 05:37:45.511686,91.22,Normal
05:37:46,29.0,87,2026-05-22 05:37:46.409974,84.2,High
05:37:48,26.6,83,2026-05-22 05:37:48.513693,79.88,High
05:37:51,25.8,56,2026-05-22 05:37:51.515942,78.44,Normal
05:37:54,32.3,46,2026-05-22 05:37:54.511040,90.14,Normal
05:37:56,26.7,86,2026-05-22 05:37:56.087323,80.06,High
05:37:57,35.9,54,2026-05-22 05:37:57.511170,96.61999999999999,Normal
05:38:00,38.9,51,2026-05-22 05:38:00.512219,102.02,Normal
05:38:01,35.7,51,2026-05-22 05:38:01.113419,96.26,Normal
05:38:03,35.4,90,2026-05-22 05:38:03.511700,95.72,High
05:38:06,26.6,51,2026-05-22 05:38:06.128553,79.88,Normal
05:38:06,30.3,71,2026-05-22 05:38:06.512180,86.53999999999999,High
05:38:09,37.4,74,2026-05-22 05:38:09.511583,99.32,High
05:38:11,26.9,57,2026-05-22 05:38:11.143826,80.42,Normal
05:38:12,28.1,85,2026-05-22 05:38:12.525430,82.58,High
05:38:15,36.2,78,2026-05-22 05:38:15.510283,97.16,High
05:38:16,39.2,89,2026-05-22 05:38:16.154450,102.56,High
05:38:18,38.6,87,2026-05-22 05:38:18.512607,101.48,High
05:38:21,35.8,57,2026-05-22 05:38:21.164327,96.44,Normal
05:38:21,37.9,47,2026-05-22 05:38:21.518661,100.22,Normal
05:38:24,32.3,54,2026-05-22 05:38:24.512285,90.14,Normal
05:38:26,35.9,78,2026-05-22 05:38:26.174712,96.61999999999999,High
05:38:27,36.6,84,2026-05-22 05:38:27.516488,97.88000000000001,High
05:38:30,31.0,82,2026-05-22 05:38:30.511313,87.8,High
05:38:31,35.1,85,2026-05-22 05:38:31.186613,95.18,High
05:38:33,36.1,51,2026-05-22 05:38:33.519068,96.98,Normal
05:38:36,33.5,77,2026-05-22 05:38:36.200004,92.3,High
05:38:36,29.7,59,2026-05-22 05:38:36.511053,85.46000000000001,Normal
05:38:39,33.2,75,2026-05-22 05:38:39.512231,91.76,High
05:38:41,25.1,76,2026-05-22 05:38:41.213523,77.18,High
05:38:42,38.1,54,2026-05-22 05:38:42.511880,100.58000000000001,Normal
05:38:45,32.9,89,2026-05-22 05:38:45.513972,91.22,High
05:38:46,39.4,75,2026-05-22 05:38:46.226366,102.91999999999999,High
05:38:48,35.1,47,2026-05-22 05:38:48.511283,95.18,Normal
05:38:51,28.9,58,2026-05-22 05:38:51.242172,84.02,Normal
05:38:51,37.1,83,2026-05-22 05:38:51.510721,98.78,High
05:38:54,28.9,66,2026-05-22 05:38:54.540662,84.02,Normal
05:38:56,29.4,85,2026-05-22 05:38:56.257886,84.91999999999999,High
05:37:39,31.3,53,2026-05-22 05:37:39.553256,88.34,Normal
05:37:41,30.8,74,2026-05-22 05:37:41.397307,87.44,High
05:37:42,34.9,66,2026-05-22 05:37:42.511785,94.82,Normal
05:37:45,32.9,45,2026-05-22 05:37:45.511686,91.22,Normal
05:37:46,29.0,87,2026-05-22 05:37:46.409974,84.2,High
05:37:48,26.6,83,2026-05-22 05:37:48.513693,79.88,High
05:37:51,25.8,56,2026-05-22 05:37:51.515942,78.44,Normal
05:37:54,32.3,46,2026-05-22 05:37:54.511040,90.14,Normal
05:37:56,26.7,86,2026-05-22 05:37:56.087323,80.06,High
05:37:57,35.9,54,2026-05-22 05:37:57.511170,96.61999999999999,Normal
05:38:00,38.9,51,2026-05-22 05:38:00.512219,102.02,Normal
05:38:01,35.7,51,2026-05-22 05:38:01.113419,96.26,Normal
05:38:03,35.4,90,2026-05-22 05:38:03.511700,95.72,High
05:38:06,26.6,51,2026-05-22 05:38:06.128553,79.88,Normal
05:38:06,30.3,71,2026-05-22 05:38:06.512180,86.53999999999999,High
05:38:09,37.4,74,2026-05-22 05:38:09.511583,99.32,High
05:38:11,26.9,57,2026-05-22 05:38:11.143826,80.42,Normal
05:38:12,28.1,85,2026-05-22 05:38:12.525430,82.58,High
05:38:15,36.2,78,2026-05-22 05:38:15.510283,97.16,High
05:38:16,39.2,89,2026-05-22 05:38:16.154450,102.56,High
05:38:18,38.6,87,2026-05-22 05:38:18.512607,101.48,High
05:38:21,35.8,57,2026-05-22 05:38:21.164327,96.44,Normal
05:38:21,37.9,47,2026-05-22 05:38:21.518661,100.22,Normal
05:38:24,32.3,54,2026-05-22 05:38:24.512285,90.14,Normal
05:38:26,35.9,78,2026-05-22 05:38:26.174712,96.61999999999999,High
05:38:27,36.6,84,2026-05-22 05:38:27.516488,97.88000000000001,High
05:38:30,31.0,82,2026-05-22 05:38:30.511313,87.8,High
05:38:31,35.1,85,2026-05-22 05:38:31.186613,95.18,High
05:38:33,36.1,51,2026-05-22 05:38:33.519068,96.98,Normal
05:38:36,33.5,77,2026-05-22 05:38:36.200004,92.3,High
05:38:36,29.7,59,2026-05-22 05:38:36.511053,85.46000000000001,Normal
05:38:39,33.2,75,2026-05-22 05:38:39.512231,91.76,High
05:38:41,25.1,76,2026-05-22 05:38:41.213523,77.18,High
05:38:42,38.1,54,2026-05-22 05:38:42.511880,100.58000000000001,Normal
05:38:45,32.9,89,2026-05-22 05:38:45.513972,91.22,High
05:38:46,39.4,75,2026-05-22 05:38:46.226366,102.91999999999999,High
05:38:48,35.1,47,2026-05-22 05:38:48.511283,95.18,Normal
05:38:51,28.9,58,2026-05-22 05:38:51.242172,84.02,Normal
05:38:51,37.1,83,2026-05-22 05:38:51.510721,98.78,High
05:38:54,28.9,66,2026-05-22 05:38:54.540662,84.02,Normal
05:38:56,29.4,85,2026-05-22 05:38:56.257886,84.91999999999999,High
05:38:57,27.8,43,2026-05-22 05:38:57.510011,82.04,Normal
05:39:00,31.5,89,2026-05-22 05:39:00.510522,88.7,High
05:39:01,26.1,66,2026-05-22 05:39:01.267350,78.98,Normal
05:37:39,31.3,53,2026-05-22 05:37:39.553256,88.34,Normal
05:37:41,30.8,74,2026-05-22 05:37:41.397307,87.44,High
05:37:42,34.9,66,2026-05-22 05:37:42.511785,94.82,Normal
05:37:45,32.9,45,2026-05-22 05:37:45.511686,91.22,Normal
05:37:46,29.0,87,2026-05-22 05:37:46.409974,84.2,High
05:37:48,26.6,83,2026-05-22 05:37:48.513693,79.88,High
05:37:51,25.8,56,2026-05-22 05:37:51.515942,78.44,Normal
05:37:54,32.3,46,2026-05-22 05:37:54.511040,90.14,Normal
05:37:56,26.7,86,2026-05-22 05:37:56.087323,80.06,High
05:37:57,35.9,54,2026-05-22 05:37:57.511170,96.61999999999999,Normal
05:38:00,38.9,51,2026-05-22 05:38:00.512219,102.02,Normal
05:38:01,35.7,51,2026-05-22 05:38:01.113419,96.26,Normal
05:38:03,35.4,90,2026-05-22 05:38:03.511700,95.72,High
05:38:06,26.6,51,2026-05-22 05:38:06.128553,79.88,Normal
05:38:06,30.3,71,2026-05-22 05:38:06.512180,86.53999999999999,High
05:38:09,37.4,74,2026-05-22 05:38:09.511583,99.32,High
05:38:11,26.9,57,2026-05-22 05:38:11.143826,80.42,Normal
05:38:12,28.1,85,2026-05-22 05:38:12.525430,82.58,High
05:38:15,36.2,78,2026-05-22 05:38:15.510283,97.16,High
05:38:16,39.2,89,2026-05-22 05:38:16.154450,102.56,High
05:38:18,38.6,87,2026-05-22 05:38:18.512607,101.48,High
05:38:21,35.8,57,2026-05-22 05:38:21.164327,96.44,Normal
05:38:21,37.9,47,2026-05-22 05:38:21.518661,100.22,Normal
